rotation_angle	 	 	initial	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
triceps	gamma	1	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643169937785	0.099818643170253962	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643158751705	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643170299232	0.099818643170321755	0.099818643170299731	0.099818643171197499	0.099818643171737234	0.099818643170823312	0.099818643168716997	0.099818643170813307	0.099818643188736456	0.099818643170299731	0.099818643170299731	0.099818643170673127	0.099818643170299731	0.099818643170299731	0.099818643170298663	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643170299731	0.099818643170299731	
triceps	gamma	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
triceps	gamma	3	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513816974	0.082890961513773481	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961511286235	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513551797	0.082890961513529343	0.082890961513547273	0.082890961511545846	0.082890961512940037	0.082890961513318304	0.082890961512250477	0.08289096151342365	0.082890961433659149	0.082890961513547301	0.082890961513547273	0.082890961513219952	0.082890961513547273	0.082890961513547273	0.082890961513576403	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513547273	0.082890961513547273	
triceps	gamma	4	0.09296687762942149	0.092966877629421477	0.092786232066619775	0.092645927084063079	0.092580171897102145	0.092516582518135562	0.09246367894426856	0.092408698024387975	0.092351300653773213	0.092291037541007079	0.092227300069167434	0.092159248625532125	0.092085688184205261	0.092037506283228265	0.091987984769615533	0.091935560809139977	0.091879487342679561	0.091818787937371721	0.09175211279094915	0.091680819111714232	0.091640202737130499	0.091596252719696653	0.09154797308334614	0.091494095283288723	0.091432895282075849	0.091361816728708661	0.091313976678605718	0.091275220541633645	0.091231694289743301	0.091182195171685215	0.091124639273119326	0.091056093974808808	0.090971062250732024	0.090923397848518939	0.090887121145306601	0.090847928599184308	0.090805523227678625	0.090759470448838225	0.090708672567480386	0.090652198971051409	0.090588053621271411	0.090510922931557825	
triceps	gamma	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
triceps	gamma	6	0.070606688808529841	0.070606688808529841	0.070548098964283892	0.07047622266135431	0.070360011068302614	0.070247867712273232	0.070154822698771352	0.070058405313555464	0.069958065369957564	0.069853059398061329	0.069742379718937264	0.069624636858457434	0.069497855276541412	0.069415050771065592	0.069330247527524147	0.069240681202021148	0.06914516012207074	0.069042083395784493	0.068929245293502875	0.068808316003042241	0.068736582097786728	0.068658740133461557	0.068573275590594424	0.068478129564350357	0.068370376754002121	0.068245643973401021	0.068161920261614328	0.068094224622632524	0.068018396015764204	0.067932326028923185	0.067832498679750441	0.067713985152208472	0.067567498924031549	0.067485636908741098	0.0674234732116515	0.067356423343870167	0.067284017134472338	0.067205547300656657	0.067119189673517612	0.067023425098693593	0.066914958472453906	0.066784964299861027	
triceps	gamma	7	0.08611511208854325	0.086115112088543236	0.085753820962939833	0.085473210997826413	0.085341700727469424	0.0852145219957577	0.085108714718237388	0.084998752878476219	0.084883958137246682	0.084763431911714412	0.08463595696803515	0.084499854080764533	0.084352733198110777	0.084256368768026543	0.084157326368931321	0.084052478447980222	0.083940331515059391	0.083818932704443724	0.083685582411598555	0.083542995006111079	0.083461761500242218	0.083373862269093574	0.083277302991952656	0.083169547513691641	0.083047147540462357	0.082904990288484609	0.082809310314637105	0.082731797696777423	0.082644745409186801	0.082545747173070685	0.082430635472306224	0.082293544779317884	0.082123481331164316	0.08202815264596354	0.081955599120313485	0.08187721402806887	0.081792403285057519	0.081700297727376733	0.081598701964661055	0.081485754771803101	0.081357464072243091	0.081203202692815904	
triceps	gamma	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
triceps	gamma	9	0.058322416103512409	0.058322416103512409	0.058205236415020505	0.05806148380916136	0.057829060586598501	0.057604773863553907	0.057418683883995424	0.057225849113563654	0.057025169226367856	0.056815157282575364	0.056593797924327276	0.056358312203367601	0.056104749039535551	0.055939140275280165	0.055769533541501014	0.05559040089049503	0.055399358730594192	0.055193205278021712	0.054967529073458463	0.054725670510621098	0.05458220299136194	0.054426518753375841	0.054255589671009345	0.05406529757048581	0.053849791938617449	0.053600326434639016	0.053432878961028468	0.053297487888143119	0.053145830517980608	0.052973690544299096	0.052774035809849677	0.052537008790869658	0.052244036334515832	0.052080312258553155	0.051955984909755705	0.051821885174193054	0.051677072755397381	0.051520133087766054	0.051347417833487931	0.051155888683839912	0.050938955431360559	0.050678967086174788	
triceps	gamma	10	0.079263346547665009	0.079263346547664981	0.078721409859259878	0.07830049491158976	0.078103229619961953	0.077912461581605377	0.077753750492206203	0.077588807732564477	0.077416615620720164	0.07723582628242176	0.077044613866902853	0.076840459535996927	0.076619778212016307	0.076475230199093414	0.076326667968247122	0.076169396086820468	0.076001175687439221	0.075819077471515714	0.075619052032247974	0.075405170868458424	0.075283319197548132	0.075151471818490509	0.075006632893443795	0.074844999852741401	0.074661399875221524	0.074448163847896515	0.074304644024675029	0.074188374074751193	0.074057796528630301	0.073909299174456169	0.073736631697575022	0.073530995583826961	0.073275900411596623	0.073132907482179182	0.073024077095320356	0.072906499456953447	0.072779283342436413	0.072641125005915227	0.07248873136184171	0.072319310572554779	0.072126874523214785	0.071895482454073997	
