rotation_angle	 	 	initial	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
triceps-upperarm	phi	1	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.48999999998049892	0.48999999999460453	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.48999999954349538	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.48999999999990962	0.49000000000120969	0.49000000000000021	0.49000000006868838	0.49000000007037681	0.49000000002575228	0.48999999995248156	0.49000000002372079	0.4900000020020141	0.48999999999999977	0.49000000000000021	0.49000000002086685	0.49000000000000021	0.49000000000000021	0.4899999999995106	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.49000000000000021	0.49000000000000021	
triceps-upperarm	phi	2	0.39256614373089782	0.39256614373089715	0.38589288425226309	0.38114538617054605	0.38024898967230913	0.37937937296213531	0.37865265248907676	0.37789367357675907	0.37709713348755547	0.376256237218064	0.37536178767102957	0.37440108824105867	0.37335603965171815	0.37266847931232161	0.3719575356411231	0.37120227254703475	0.37039069015303538	0.36950782264920146	0.3685328840150337	0.36749612000249665	0.36695200831245245	0.36636731282726265	0.36572488597001929	0.36500502167353521	0.36418303539615593	0.36322294971773506	0.36257381220286522	0.36204626655035099	0.36145103989013894	0.36077208275323303	0.35997934235177098	0.35903030365779753	0.35784607542881797	0.35717901169545141	0.35666943364671599	0.35611748515172392	0.35551845936977466	0.35486576305716389	0.35414323491091482	0.35333681605395806	0.35241683207936059	0.35130498970084889	
triceps-upperarm	phi	3	0.30826460687961887	0.30826460687961799	0.29514561687983676	0.28589420483687489	0.2843559488052354	0.28286470972654643	0.28161883283841815	0.28031772613158656	0.27895222883580884	0.27751069237382353	0.2759773502931937	0.27433043699323645	0.2725389251319803	0.2713604653315469	0.27014148967049634	0.26884675293777427	0.26745546883377447	0.26594198168434557	0.26427065831477892	0.26249800672416601	0.2615876296064128	0.26061218804543751	0.25954148141029476	0.25834180934374995	0.25697181201671127	0.25537158355766776	0.25428975035125179	0.25341062695221583	0.25241839981689806	0.25128680458890384	0.24996562302703129	0.2483838394296658	0.24641012571483056	0.24529842640034571	0.24444905608366363	0.24352914191953978	0.24253076561863862	0.241442938429131	0.24023872485746933	0.23889469342326497	0.23736138679906627	0.23550831616808132	
triceps-upperarm	phi	4	0.23709538944616382	0.23709538944616315	0.21775819788271944	0.2042464559989865	0.20232087537401533	0.20045600922939766	0.19889854104802329	0.19727215766448425	0.19556528604476098	0.1937633654672799	0.19184668786649173	0.18978804625653356	0.18754865644078866	0.18607593763106212	0.18455186208812102	0.18293344117221788	0.18119433604221857	0.17930247710543146	0.17721332289923608	0.17500566089146607	0.17390685126341876	0.17273462565452569	0.17144978621689599	0.17001036257795388	0.16836632645361216	0.16644590146503235	0.16514781183499982	0.1640930551830615	0.16290207978027471	0.161544165507014	0.15995883861696303	0.15806060731560434	0.15569215085803934	0.1543582402097794	0.15333886731084378	0.15223497030344846	0.15103691874659186	0.14973152611589891	0.14828646983966065	0.14667363210792139	0.14483366415911791	0.14260997940169906	
triceps-upperarm	phi	5	0.1790584914305331	0.17905849143053199	0.15373062726091202	0.13620213965688288	0.1341437645291943	0.13215326683459838	0.13049177711789306	0.12875696817545013	0.12693630511441145	0.1250142564984309	0.12296980039092387	0.12077391603094956	0.1183852335781419	0.11681486173192046	0.11518865289399605	0.11346233725036536	0.11160729177836592	0.10958930891245977	0.10736087776840542	0.10501908402911408	0.10390964476536313	0.1027346256545254	0.1014497999276589	0.10001067224448357	0.098366568687451306	0.096445903420992796	0.095147988421621532	0.094093534386843425	0.092902079780267099	0.091544165507562836	0.089958980228963092	0.088060607315613382	0.085692150858444283	0.084358441991895239	0.083338867328256683	0.08223497030344884	0.081036918753634835	0.079731526117469365	0.078286469857492547	0.076673632107925771	0.07483366415951509	0.072609979401702329	
triceps-upperarm	phi	6	0.13415391283272582	0.13415391283272404	0.10306290501441495	0.081761255810566258	0.079824606135011633	0.077956472568273094	0.076398541048026569	0.074772157664485084	0.073065286044761368	0.071263365467279627	0.069346687866491674	0.067288046316484662	0.065048656544041128	0.063577171209810324	0.062051862088121412	0.06043344117221805	0.058694336042218076	0.056802477105431182	0.0547133229222867	0.052538271474095843	0.051595949032062549	0.050612188045437545	0.049541520966775554	0.048342712872905924	0.046972510593597638	0.045371589357273034	0.044290261624174487	0.043412019988104511	0.042418399816875896	0.041286804590550563	0.039966026336442972	0.038383839429693811	0.036410125716044073	0.035299003698953557	0.034449056135900324	0.03352914191954115	0.03253076563976709	0.031442938433841938	0.030238724911016757	0.028894693423279216	0.02736138680025757	0.025508316168089795	
triceps-upperarm	phi	7	0.10238165365274177	0.10238165365274043	0.065755031143227338	0.040923804460054836	0.039363378113455472	0.03786560400618888	0.036618832838424709	0.035317726131589344	0.033952228835809617	0.032510692373823424	0.030977350293193373	0.029330437113138874	0.027538925338485232	0.026362712625823903	0.025141489670497563	0.023846752937775051	0.022455468833774583	0.020941981684344801	0.019270658360879711	0.017563204181276104	0.016965606610731099	0.016367312827263003	0.015724941385824032	0.015006433823538723	0.014184095763291937	0.013222958835416243	0.01257457646793525	0.01204838306474354	0.011451039890100434	0.010772082755976076	0.0099799136440161806	0.0090303036578442963	0.00784607543083915	0.0071798351333940413	0.0066694337337716014	0.0061174851517256101	0.0055184594049884073	0.0048657630650170702	0.0041432350024432907	0.0033368160539815062	0.0024168320813453548	0.0013049897008623468	
triceps-upperarm	phi	8	0.083741713890582048	0.08374171389058005	0.041807005647349849	0.01368978560518852	0.012760021960154244	0.011880598428357203	0.011152652489086146	0.010393673576763129	0.0095971334875561976	0.0087562372180636228	0.0078617876710294077	0.0069010884209119716	0.0058560399614751013	0.0051709934731114515	0.0044575356411242772	0.0037022725470361451	0.0028906901530354467	0.0020078226492012963	0.0010328840841853371	9.3796015592451099e-05	1.7981837982405935e-05	2.2204460492503131e-16	-9.7738566129379478e-09	1.5751509603312286e-06	1.0430696020247154e-06	2.9351274744016109e-09	6.5402443660822485e-07	1.6367844291043099e-06	8.8817841970012523e-16	3.8407055313882665e-12	3.3169532365207033e-07	6.4837024638109142e-14	2.8306246235842991e-12	3.5743044435321281e-07	1.2180878528056382e-10	2.4424906541753444e-15	4.9299675453085001e-11	1.0994316568258e-11	-5.0276449670150214e-12	3.2418512319054571e-14	2.7797764090564669e-12	1.9317880628477724e-14	
triceps-upperarm	phi	9	0.078234093546245997	0.078234093546244221	0.031218828526782483	5.9199197484094412e-05	1.4288398673123481e-05	1.1819804457413596e-06	1.2212453270876722e-14	5.5511151231257827e-15	1.5543122344752192e-15	0	0	2.3980462060535501e-10	4.1301029263252076e-10	1.5942989874950797e-06	1.9984014443252818e-15	1.5543122344752192e-15	0	-1.1102230246251565e-16	9.2202467882884775e-11	1.2344791078255923e-07	9.3530490419269086e-07	2.2204460492503131e-16	3.6405772618763876e-08	2.5416613391726628e-07	2.6669474362250867e-07	6.637099092543508e-09	1.9999697986605725e-07	1.6096117705366453e-07	5.773159728050814e-15	5.8308913253313222e-12	2.1365684998997381e-07	1.6164847238542279e-13	-1.1116663145571692e-12	3.3005104893568671e-07	1.1692291579379344e-10	-2.2204460492503131e-16	2.1079804568557847e-11	6.4006577815689525e-12	0.0016492124471534364	0.0040648491703749734	0.0061677668489903414	0.0078070505173024607	
triceps-upperarm	phi	10	0.085858792619733615	0.085858792619731839	0.033990499781524575	2.1591173293700194e-11	4.717155075439905e-07	4.4321500269894898e-07	-2.5646151868841116e-14	-1.2212453270876722e-14	-4.1078251911130792e-15	-8.8817841970012523e-16	4.4408920985006262e-16	3.8807912439153824e-10	6.5696625917155416e-10	1.1556405525858793e-06	-7.5495165674510645e-15	-4.1078251911130792e-15	-1.5543122344752192e-15	0	1.2959144868318617e-10	1.578660513423813e-07	1.3147195545570867e-06	2.2204460492503131e-16	2.1664471994142787e-08	4.7473905451234089e-07	5.2202698519465685e-07	3.5647003127081689e-09	4.4980310365261289e-07	2.0665260067609381e-06	-2.2426505097428162e-14	1.5762946503627973e-12	0.0010479157436418252	0.0026159391584690272	0.0034104390692770714	0.0064005845174299747	0.010138577153765427	0.013795711958653811	0.017338393859851475	0.020731982532029569	0.025377377714867366	0.030456575865241531	0.03495640161242819	0.038603309101726824	
