rotation_angle	 	 	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
triceps-joint_elbow	moment_arm_node	11	-0.049372444370425712	-0.046688288257734321	-0.043958945566598163	-0.042312180608290069	-0.042036294282448192	-0.042127917636663612	-0.04211370574855787	-0.041987030052216261	-0.041737994504930195	-0.041351643877397676	-0.040805190814933431	-0.040063059319948469	-0.040000894852209319	-0.039900899341096224	-0.039726395838059536	-0.039463476727771764	-0.039092037718923008	-0.038581456512255786	-0.037954564148561375	-0.038050993670314552	-0.038104050415973735	-0.038099046672545961	-0.038012372539817957	-0.037808880192324978	-0.037432894459498191	-0.037576756390922228	-0.037965409347237383	-0.03831432659627676	-0.038603123470063096	-0.038800543315877151	-0.038857331770540286	-0.038679240904754261	-0.039087096898537767	-0.039679865261404691	-0.040232375317306758	-0.040736705914609241	-0.041184192690872222	-0.041563310919469777	-0.041861601328239843	-0.042057388645994974	-0.042101609411129934	
triceps-joint_elbow	moment_arm_node	12	-0.049372444370425719	-0.046688288257734314	-0.043958945566629534	-0.042312061286042646	-0.042036208922871465	-0.042127917636663632	-0.042113705748557863	-0.04198703005221624	-0.041737994504930195	-0.041351643877397627	-0.040805190814933445	-0.040063059319948448	-0.040000541198051173	-0.03990089934109628	-0.039726395838059543	-0.03946347672777175	-0.039092037718923035	-0.03858145651225578	-0.037954510169573921	-0.038050684249509331	-0.038104050415973735	-0.03809903217113781	-0.038012313069519112	-0.037808823049508632	-0.037432893376132148	-0.037576716524071643	-0.037965299600461397	-0.038314326596276781	-0.038603123470063103	-0.038800525821924003	-0.038857331770540335	-0.038679240904754254	-0.039087084840054853	-0.039679865261407973	-0.040232375317306751	-0.040736705914609234	-0.041184192690872215	-0.041563310919421587	-0.041861601328239857	-0.042057388645994981	-0.042101609411129913	
triceps-joint_elbow	moment_arm_node	13	-0.049372444370425705	-0.046688288257734321	-0.043958945566630013	-0.042312038468357932	-0.042036187939066952	-0.042127917636663646	-0.042113705748557877	-0.041987030052216233	-0.041737994504930195	-0.041351643877397662	-0.040805190814933445	-0.040063059319948462	-0.040000446527562496	-0.03990089934109628	-0.039726395838059515	-0.039463476727771736	-0.039092037718923021	-0.038581456512255759	-0.037954503949920788	-0.038050627313332051	-0.038104050415973728	-0.038099030672094907	-0.038012301658969655	-0.037808811353043946	-0.037432893349705759	-0.037576709080602434	-0.037965278832919551	-0.038314326596276746	-0.038603123470063096	-0.038800521883838285	-0.038857331770540321	-0.038679240904754268	-0.039087082080706978	-0.039679865261408209	-0.040232375317306737	-0.040736705914609248	-0.041184192690872201	-0.041563310919415848	-0.041861601328239864	-0.042057388645994974	-0.042101609411129927	
triceps-joint_elbow	moment_arm_node	14	-0.049372444370425705	-0.046688288257734308	-0.043958945566629999	-0.042312031482573113	-0.042036181929240531	-0.042127917636663632	-0.042113705748557863	-0.041987030052216247	-0.041737994504930195	-0.041351643877397669	-0.040805190814933452	-0.040063059319948462	-0.040000413444589794	-0.039900899341096266	-0.039726395838059522	-0.039463476727771715	-0.039092037718923028	-0.038581456512255773	-0.037954502767153231	-0.038050607183083798	-0.038104050415973735	-0.038099030414933767	-0.038012298728522777	-0.03780880817746006	-0.037432893346627541	-0.03757670742443453	-0.037965270726407548	-0.03831432659627669	-0.038603123470063103	-0.038800521097359493	-0.038857331770540335	-0.038679240904754261	-0.039087081772702703	-0.039679865261408237	-0.040232375317306779	-0.04073670591460922	-0.041184192690872215	-0.041563310919414537	-0.041861601328239843	-0.042057388645994981	-0.042101609411129941	
triceps-joint_elbow	moment_arm_node	15	-0.049372444370425733	-0.046688288257734314	-0.043958945566629944	-0.042312029403403915	-0.042036180412390323	-0.042127917636663653	-0.04211370574855787	-0.041987030052216268	-0.041737994504930195	-0.041351643877397669	-0.040805190814933445	-0.040063059319948469	-0.040000399223301564	-0.039900899341096294	-0.039726395838059522	-0.039463476727771757	-0.039092037718923014	-0.038581456512255773	-0.037954502639252333	-0.038050598503448912	-0.038104050415973714	-0.038099030347087989	-0.038012298461728662	-0.037808807830872232	-0.03743289334590863	-0.037576707392009898	-0.037965267047969528	-0.03831432659627667	-0.03860312347006311	-0.038800521276788458	-0.038857331770540335	-0.038679240904754268	-0.039087082161502903	-0.039679865261408223	-0.040232375317306779	-0.040736705914609227	-0.041184192690872208	-0.041563310919414405	-0.041861601328239843	-0.042057388645994974	-0.04210160941112992	
triceps-joint_elbow	moment_arm_node	16	-0.049372444370425719	-0.046688288257734342	-0.043958945566629951	-0.042312029168813201	-0.042036180519371275	-0.042127917636663667	-0.042113705748557898	-0.041987030052216226	-0.041737994504930209	-0.041351643877397662	-0.040805190814933417	-0.040063059319948482	-0.040000392613203144	-0.03990089934109628	-0.03972639583805955	-0.039463476727771729	-0.039092037718923014	-0.038581456512255773	-0.03795450256315868	-0.038050594348548079	-0.038104050415973735	-0.03809903032456146	-0.038012298880159591	-0.03780880823038555	-0.037432893345864963	-0.037576707821078872	-0.037965265785441932	-0.038314326596276767	-0.038603123470063103	-0.038800521720220006	-0.038857331770540307	-0.038679240904754261	-0.039087082652774385	-0.039679865261408209	-0.040232375317306751	-0.040736705914609241	-0.041184192690872208	-0.041563310919413184	-0.041861601328239857	-0.042057388645994974	-0.042101609411129927	
triceps-joint_elbow	moment_arm_node	17	-0.049372444370425726	-0.046688288257734328	-0.043958945566629923	-0.042312029618195288	-0.042036181150626198	-0.042127917636663639	-0.04211370574855787	-0.04198703005221624	-0.041737994504930223	-0.041351643877397655	-0.040805190814933452	-0.040063059319948448	-0.040000389474143874	-0.039900899341096273	-0.03972639583805955	-0.039463476727771722	-0.039092037718923021	-0.03858145651225578	-0.037954502442968469	-0.038050591898230603	-0.038104050415973749	-0.038099030315165809	-0.038012299234007799	-0.037808808723919181	-0.037432893346465407	-0.037576708259027425	-0.037965265152176519	-0.038314326596276871	-0.038603123470063089	-0.038800521838800443	-0.038857331770540307	-0.038679240904754254	-0.038899577085153347	-0.039281227634916489	-0.039656279320205101	-0.040021801425497307	-0.040374872015900273	-0.040711298263002307	-0.041028468520163841	-0.041322490355712428	-0.041584046150858478	
triceps-joint_elbow	moment_arm_node	18	-0.049372444370425726	-0.046688288257734301	-0.04395894556662993	-0.042312030254105987	-0.042036181810388401	-0.042127917636663646	-0.042113705748557877	-0.04198703005221624	-0.041737994504930202	-0.041351643877397662	-0.040805190814933459	-0.040063059319948469	-0.040000387900171117	-0.039900899341096287	-0.039726395838059529	-0.039463476727771736	-0.039092037718923008	-0.038581456512255766	-0.037954502367085148	-0.038050589736740317	-0.038104050415973742	-0.038099030302299768	-0.038012299155183081	-0.037808808430211546	-0.037432893335232295	-0.037436315415096594	-0.037659304154168599	-0.037888362726068103	-0.038117638552712968	-0.038337947478363762	-0.038535484097554466	-0.038683578372265201	-0.038797585687759685	-0.038920427511626138	-0.039046009828044792	-0.039172354657912793	-0.039296960175253193	-0.039416083735057374	-0.039524917181986467	-0.03961498736767198	-0.039667481572173473	
triceps-joint_elbow	moment_arm_node	19	-0.049372444370425719	-0.046688288257734328	-0.043958945566629958	-0.042312030860972932	-0.042036182332771004	-0.042127917636663639	-0.042113705748557904	-0.041987030052216254	-0.041737994504930188	-0.041351643877397669	-0.040805190838564813	-0.040063059342285837	-0.040000386454408579	-0.03990089934109628	-0.039726395838059536	-0.039463476727771729	-0.039092037718923014	-0.038581456508954476	-0.037946279727326296	-0.037959813739296591	-0.037981894857486237	-0.038009649410327903	-0.03803827353927821	-0.038059880237105909	-0.038061057205692854	-0.038036822423764619	-0.038018838338335345	-0.038007810885112805	-0.038002213628143655	-0.038000257263333323	-0.038000000042239641	-0.038000048554017007	-0.03800125354852666	-0.038009021876852789	-0.03802324830853774	-0.038043053638224154	-0.038067327889822346	-0.038094496695266114	-0.038122434498714088	-0.038147670172805619	-0.038163225345335415	
triceps-joint_elbow	moment_arm_node	20	-0.049372444370425726	-0.046688288257734335	-0.043958945566629964	-0.04231203132289385	-0.042036182706644817	-0.042127917636663646	-0.042113705748557884	-0.041987030052216254	-0.041737994504930209	-0.041351643877397683	-0.040805190841637209	-0.040063059348287258	-0.039963842408912723	-0.03988815924638401	-0.039809546118515969	-0.039727592948362069	-0.039640439247876406	-0.039543889459332383	-0.039431005679872469	-0.039329123030704558	-0.039240592951048467	-0.039167342209005376	-0.039112123122423244	-0.039079229954696398	-0.039075947265702127	-0.039014282683571752	-0.038928790416729808	-0.038855021538566639	-0.038794659906980125	-0.038750606740323948	-0.038727976850144424	-0.038737933788541477	-0.038679947825615173	-0.038601909478781969	-0.038530579047671321	-0.038466054989854642	-0.038408527725119664	-0.038358508413916664	-0.038316620472680488	-0.038284473462236998	-0.038266725582551703	
